Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,New_Volume(L),Material Name,Points
2/5/2023,C,ERW_C08P2020090073,Retails,Phitsanulok,145500,8020,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",16040
3/3/2023,C,ERW_C08P2020090073,Retails,Phitsanulok,145438,8240,"Mobil Delvac Legend 20W-50 Standard Defense, 1X20L.",8240
27/1/2023,C,ERW_C08P2020090073,Retails,Phitsanulok,145500,2820,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",5640
25/11/2023,C,ERW_C08P2020090113,Reseller,Sukhothai,145500,600,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",1200
23/2/2023,C,ERW_C08P2020090116,Retails,Sukhothai,145500,9180,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",18360
29/7/2023,C,ERW_C08P2020090161,Retails,Chiang Rai,145500,6440,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",12880
22/6/2023,C,ERW_C08P2020090161,Retails,Chiang Rai,145500,2560,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",5120
6/11/2023,C,ERW_C08P2020090170,Retails,Chiang Rai,145500,5000,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",10000
31/3/2023,C,ERW_C08P2020090176,Retails,Chiang Rai,143507,7960,"Mobil Super 2000 10W-40, 4X4+1L.",15920
13/10/2023,C,ERW_C08P2020090176,Retails,Chiang Rai,145570,1320,"Mobil Super Friction Fighter 10W-40, 4x4+1L.",2640
1/6/2023,C,ERW_C08P2020090176,Retails,Chiang Rai,145570,7520,"Mobil Super Friction Fighter 10W-40, 4x4+1L.",15040
12/5/2023,C,ERW_C08P2020090215,Reseller,Nakhon Sawan,145500,1820,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",3640
15/6/2023,C,ERW_C08P2020090212,Retails,Nakhon Sawan,145438,5640,"Mobil Delvac Legend 20W-50 Standard Defense, 1X20L.",5640
19/9/2023,C,ERW_C08P2020090042,Reseller,Tak,145500,6680,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",13360
15/7/2023,C,ERW_CRGG2021020001,Reseller,Kamphaeng Phet,145500,9400,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",18800
6/4/2023,C,ERW_CRGG2021020001,Reseller,Kamphaeng Phet,145438,1840,"Mobil Delvac Legend 20W-50 Standard Defense, 1X20L.",1840
25/10/2023,B,ERW_BM2U2020110040,Retails,Chainat,145570,1500,"Mobil Super Friction Fighter 10W-40, 4x4+1L.",3000
31/5/2023,B,ERW_BHGO2023040001,Retails,Nakhon Pathom,145500,2800,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",5600
26/5/2023,B,ERW_BM2U2020110165,Retails,Suphan Buri,145438,2720,"Mobil Delvac Legend 20W-50 Standard Defense, 1X20L.",2720
26/5/2023,B,ERW_BM2U2020110026,Retails,Nakhon Pathom,145500,3600,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",7200
31/3/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,145500,7100,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",14200
24/11/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,145500,4900,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",9800
2/10/2023,B,ERW_BM2U2020110086,Retails,Prachuap Khiri Khan,145500,9640,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",19280
21/4/2023,B,ERW_BM2U2020110113,Retails,Ratchaburi,145500,3900,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",7800
31/5/2023,B,ERW_BM2U2020110116,Retails,Samut Sakhon,145498,3380,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 1X20L.",6760
18/9/2023,B,ERW_BM2U2020110120,Retails,Ratchaburi,145498,9720,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 1X20L.",19440
21/10/2023,B,ERW_BM2U2020110120,Retails,Ratchaburi,145438,9400,"Mobil Delvac Legend 20W-50 Standard Defense, 1X20L.",9400
21/10/2023,B,ERW_BM2U2020110120,Retails,Ratchaburi,145498,1660,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 1X20L.",3320
2/11/2023,B,ERW_BM2U2020110121,Retails,Nakhon Pathom,145500,1920,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",3840
12/10/2023,B,ERW_BM2U2020110122,Retails,Nakhon Pathom,145498,6740,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 1X20L.",13480
31/5/2023,B,ERW_BM2U2020110142,Reseller,Suphan Buri,143507,2620,"Mobil Super 2000 10W-40, 4X4+1L.",5240
26/5/2023,B,ERW_BM2U2020110170,Retails,Uthai Thani,145500,8680,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",17360
22/11/2023,B,ERW_BM2U2020110172,Retails,Kanchanaburi,145500,3460,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",6920
17/10/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145570,9820,"Mobil Super Friction Fighter 10W-40, 4x4+1L.",19640
10/4/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145500,4860,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",9720
26/9/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145498,8480,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 1X20L.",16960
16/5/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,135895,4080,"Mobilube HD 85W-140, 4X5L.",4080
8/9/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,135898,3900,"Mobilube HD Plus, 4X5L.",3900
30/5/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145498,6360,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 1X20L.",12720
17/7/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145570,8920,"Mobil Super Friction Fighter 10W-40, 4x4+1L.",17840
27/10/2023,B,ERW_BM2U2020110035,Reseller,Suphan Buri,145500,4560,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",9120
4/10/2023,B,ERW_BM2U2020110035,Reseller,Suphan Buri,145500,5660,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",11320
16/6/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,145498,2900,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 1X20L.",5800
28/2/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,145500,6620,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",13240
31/1/2023,D,ERW_DBG72020110005,Retails,Nakhon Si Thammarat,145500,9840,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",19680
4/4/2023,D,ERW_DBG72020110016,Retails,Surat Thani,145500,420,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",840
20/6/2023,D,ERW_DBG72020110016,Retails,Surat Thani,145500,740,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",1480
26/6/2023,D,ERW_DBG72020110038,Reseller,Phuket,145570,5040,"Mobil Super Friction Fighter 10W-40, 4x4+1L.",10080
3/4/2023,D,ERW_DBG72020110038,Reseller,Phuket,145500,840,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",1680
6/2/2023,D,ERW_DBG72020110046,Retails,Surat Thani,145500,6320,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",12640
4/4/2023,D,ERW_DBG72020110046,Retails,Surat Thani,145500,5620,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",11240
15/2/2023,D,ERW_DBG72020110052,Retails,Krabi,145500,4700,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",9400
28/4/2023,D,ERW_DGVG2021110003,Reseller,Phangnga,145500,3420,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",6840
17/5/2023,A,ERW_AMBP2020110137,Retails,Sing Buri,142939,3168,"Mobil Delvac Super 1400 15W‐40, 1X18LT.",6336
1/3/2023,A,ERW_AYRE2021100001,Retails,Trat,142930,4716,"Mobil Delvac MX 15W-40, 1X18L.",9432
11/8/2023,A,ERW_A3GG2023090001,Retails,Bangkok,145474,1428,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",2856
2/3/2023,A,ERW_A5JJ2021090004,Retails,Phra Nakhon Si Ayutthaya,143629,1988,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",3976
2/3/2023,A,ERW_A5JJ2021090004,Retails,Phra Nakhon Si Ayutthaya,142931,11340,"Mobil Delvac MX 15W-40, 4X6+1L.",22680
7/8/2023,A,ERW_AMBP2020110523,Retails,Chon Buri,145577,12684,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",25368
27/9/2023,A,ERW_AMBP2020110523,Retails,Chon Buri,145577,2464,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",4928
26/7/2023,A,ERW_AMBP2020110523,Retails,Chon Buri,145474,8400,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",16800
8/5/2023,A,ERW_ADG22021040106,Retails,Samut Prakan,143160,1120,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",2240
14/9/2023,A,ERW_AHWO2020120001,Retails,Lop Buri,145474,10500,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",21000
14/6/2023,A,ERW_AHWO2020120003,Retails,Chachoengsao,145474,1092,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",2184
10/2/2023,A,ERW_AHWO2020120011,Retails,Khon Kaen,143160,12376,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",24752
18/12/2023,A,ERW_ALWN2023020002,Reseller,Sing Buri,145577,5264,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",10528
24/1/2023,A,ERW_ALWN2023020006,Retails,Nong Khai,143629,9352,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",18704
22/2/2023,A,ERW_ALWN2023020007,Retails,Sakon Nakhon,143160,9324,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",18648
11/1/2023,A,ERW_AMBP2020110007,Retails,Bangkok,142931,13748,"Mobil Delvac MX 15W-40, 4X6+1L.",27496
23/5/2023,A,ERW_AMBP2020110058,Retails,Bangkok,145474,11060,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",22120
5/4/2023,A,ERW_AMBP2020110058,Retails,Bangkok,145474,11312,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",22624
13/2/2023,A,ERW_AMBP2020110058,Retails,Bangkok,142931,2884,"Mobil Delvac MX 15W-40, 4X6+1L.",5768
14/1/2023,A,ERW_AMBP2020110098,Retails,Bangkok,143629,5740,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",11480
14/1/2023,A,ERW_AMBP2020110098,Retails,Bangkok,142931,6160,"Mobil Delvac MX 15W-40, 4X6+1L.",12320
28/11/2023,A,ERW_AMBP2020110120,Retails,Pathum Thani,145474,11116,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",22232
12/7/2023,A,ERW_AMBP2020110120,Retails,Pathum Thani,145474,5852,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",11704
9/3/2023,A,ERW_AMBP2020110123,Retails,Phra Nakhon Si Ayutthaya,145474,11732,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",23464
25/9/2023,A,ERW_AMBP2020110124,Retails,Phra Nakhon Si Ayutthaya,145577,6440,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",12880
9/8/2023,A,ERW_AMBP2020110126,Retails,Phra Nakhon Si Ayutthaya,143160,8036,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",16072
10/2/2023,A,ERW_AMBP2020110126,Retails,Phra Nakhon Si Ayutthaya,143160,6272,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",12544
14/2/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,142931,13608,"Mobil Delvac MX 15W-40, 4X6+1L.",27216
3/8/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145575,10808,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",10808
25/8/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145575,6944,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",6944
20/4/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,143160,6832,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",13664
20/4/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145474,5068,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",10136
21/3/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145474,7560,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",15120
14/12/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145575,3472,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",3472
20/4/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145577,7644,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",15288
25/4/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145575,7896,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",7896
17/4/2023,A,ERW_AMBP2020110135,Retails,Sing Buri,143160,3556,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",7112
15/8/2023,A,ERW_AMBP2020110135,Retails,Sing Buri,143160,12236,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",24472
21/8/2023,A,ERW_AMBP2020110137,Retails,Sing Buri,145575,9240,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",9240
15/2/2023,A,ERW_AMBP2020110140,Retails,Chai Nat,143160,11984,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",23968
27/1/2023,A,ERW_AMBP2020110141,Retails,Chai Nat,143160,2212,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",4424
9/5/2023,A,ERW_AMBP2020110145,Retails,Saraburi,145474,3388,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",6776
11/12/2023,A,ERW_AMBP2020110154,Retails,Chon Buri,145497,5264,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",10528
23/12/2023,A,ERW_AMBP2020110156,Retails,Chon Buri,145577,7364,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",14728
11/4/2023,A,ERW_AMBP2020110171,Retails,Chon Buri,143160,9688,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",19376
19/4/2023,A,ERW_AMBP2020110181,Retails,Chon Buri,145474,6048,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",12096
24/5/2023,A,ERW_AMBP2020110181,Retails,Chon Buri,145474,7756,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",15512
14/2/2023,A,ERW_AMBP2020110210,Reseller,Sa Kaeo,143160,12824,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",25648
26/4/2023,A,ERW_AMBP2020110210,Reseller,Sa Kaeo,143160,4228,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",8456
7/7/2023,A,ERW_AMBP2020110210,Reseller,Sa Kaeo,143160,1624,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",3248
14/2/2023,A,ERW_AMBP2020110210,Reseller,Sa Kaeo,143160,3668,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",7336
14/2/2023,A,ERW_AMBP2020110210,Reseller,Sa Kaeo,143629,5908,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",11816
28/8/2023,A,ERW_AMBP2020110210,Reseller,Sa Kaeo,143160,2884,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",5768
27/1/2023,A,ERW_AMBP2020110340,Retails,Phetchaburi,143877,4732,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",4732
9/10/2023,A,ERW_AMBP2020110340,Retails,Phetchaburi,143877,4536,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",4536
26/5/2023,A,ERW_AMBP2020110340,Retails,Phetchaburi,143877,5600,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",5600
23/1/2023,A,ERW_AMBP2020110377,Retails,Loei,143160,2296,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",4592
10/5/2023,A,ERW_AMBP2020110420,Retails,Chon Buri,143160,3528,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",7056
24/5/2023,A,ERW_AMBP2020110420,Retails,Chon Buri,145474,5908,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",11816
17/3/2023,A,ERW_AMBP2020110420,Retails,Chon Buri,145474,12824,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",25648
10/1/2023,A,ERW_AMBP2020110420,Retails,Chon Buri,143629,196,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",392
12/1/2023,A,ERW_AMBP2020110420,Retails,Chon Buri,142931,13748,"Mobil Delvac MX 15W-40, 4X6+1L.",27496
9/6/2023,A,ERW_AMBP2020110472,Retails,Chai Nat,143629,3584,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",7168
13/1/2023,A,ERW_AMBP2020110473,Retails,Chai Nat,142931,1176,"Mobil Delvac MX 15W-40, 4X6+1L.",2352
7/3/2023,A,ERW_AMBP2020110473,Retails,Chai Nat,142931,4648,"Mobil Delvac MX 15W-40, 4X6+1L.",9296
25/9/2023,A,ERW_AMBP2020110509,Retails,Chon Buri,145474,4004,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",8008
13/2/2023,A,ERW_AMBP2020110509,Retails,Chon Buri,142931,5432,"Mobil Delvac MX 15W-40, 4X6+1L.",10864
13/9/2023,A,ERW_AMBP2020110509,Retails,Chon Buri,145474,2828,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",5656
10/7/2023,A,ERW_AMBP2020110534,Retails,Trat,143160,3864,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",7728
15/2/2023,A,ERW_AMBP2020110534,Retails,Trat,143629,6692,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",13384
11/4/2023,A,ERW_AMBP2020110534,Retails,Trat,143160,7336,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",14672
27/1/2023,A,ERW_AMBP2020110656,Retails,Yasothon,142931,4200,"Mobil Delvac MX 15W-40, 4X6+1L.",8400
11/8/2023,A,ERW_AMBP2020110661,Retails,Rayong,145474,5600,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",11200
20/10/2023,A,ERW_AMBP2020110661,Retails,Rayong,145474,7448,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",14896
7/4/2023,A,ERW_AMBP2020110661,Retails,Rayong,145474,3192,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",6384
29/5/2023,A,ERW_AMBP2020110661,Retails,Rayong,145474,3248,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",6496
22/2/2023,A,ERW_AMBP2020110661,Retails,Rayong,142931,10808,"Mobil Delvac MX 15W-40, 4X6+1L.",21616
4/9/2023,A,ERW_AMBP2020110671,Reseller,Chai Nat,143877,13860,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",13860
13/2/2023,A,ERW_AMBP2020110706,Retails,Nong Bua Lam Phu,143160,13076,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",26152
25/10/2023,A,ERW_AMBP2020110726,Retails,Samut Prakan,145474,12012,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",24024
16/10/2023,A,ERW_AMBP2020110764,Retails,Rayong,145474,5040,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",10080
12/7/2023,A,ERW_AMBP2020110764,Retails,Rayong,145474,2324,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",4648
12/1/2023,A,ERW_AMBP2020110764,Retails,Rayong,142931,2632,"Mobil Delvac MX 15W-40, 4X6+1L.",5264
13/2/2023,A,ERW_AMIK2022090001,Retails,Phra Nakhon Si Ayutthaya,142931,5544,"Mobil Delvac MX 15W-40, 4X6+1L.",11088
8/11/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145832,3040,"Mobil 1 FS X2 5W-50, [V2] 4X4L.",30400
13/6/2023,A,ERW_AMBP2020110082,Retails,Bangkok,141559,6032,"Mobil 1 FS X2 5W-50, 4X4L.",60320
21/3/2023,C,ERW_C9H62020120020,Retails,Chiang Rai,145500,800,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",1600
31/5/2023,B,ERW_BM2U2020110142,Reseller,Suphan Buri,145498,9940,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 1X20L.",19880
19/12/2023,A,ERW_AD4B2023040001,Retails,Sakon Nakhon,145497,11228,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",22456
27/3/2023,A,ERW_AI8N2021070010,Retails,Bangkok,145577,6888,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",13776
19/1/2023,A,ERW_AMBP2020110269,Retails,Roi Et,143629,2128,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",4256
29/3/2023,A,ERW_AMBP2020110472,Retails,Chai Nat,143160,2660,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",5320
2/5/2023,A,ERW_AMBP2020110764,Retails,Rayong,145474,9520,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",19040
20/2/2023,C,ERW_CXVX2023040001,Retails,Nan,143160,3696,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",7392
3/10/2023,B,ERW_BM2U2020110014,Reseller,Suphan Buri,145575,5180,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",5180
4/8/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,145497,476,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",952
23/1/2023,A,ERW_AMBP2020110119,Retails,Pathum Thani,134728,7520,"Mobil Delvac Super 20W-50, 1X18L.",7520
6/6/2023,A,ERW_AMBP2020110217,Retails,Nakhon Ratchasima,142930,340,"Mobil Delvac MX 15W-40, 1X18L.",680
24/5/2023,A,ERW_AMBP2020110219,Retails,Nakhon Ratchasima,142930,9620,"Mobil Delvac MX 15W-40, 1X18L.",19240
24/5/2023,A,ERW_AMBP2020110322,Retails,Khon Kaen,140918,740,"Mobil GEO 15W-40, 1X18L.",740
17/3/2023,A,ERW_AMBP2020110377,Retails,Loei,142930,8920,"Mobil Delvac MX 15W-40, 1X18L.",17840
6/12/2023,A,ERW_AMBP2020110609,Retails,Khon Kaen,135899,4240,"Mobilube HD 80W-90, 1X18L.",4240
24/5/2023,A,ERW_AWTA2023030001,Retails,Nakhon Ratchasima,142930,4480,"Mobil Delvac MX 15W-40, 1X18L.",8960
28/9/2023,C,ERW_C08P2020090161,Retails,Chiang Rai,145500,3460,"Mobil Delvac Modern 15W-40 Super Defense, 1X20L.",6920
23/12/2023,C,ERW_C08P2020090042,Reseller,Tak,135899,9860,"Mobilube HD 80W-90, 1X18L.",9860
19/9/2023,C,ERW_C08P2020090042,Reseller,Tak,135896,8000,"Mobilube HD 85W-140, 1X18L.",8000
25/10/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,135899,5200,"Mobilube HD 80W-90, 1X18L.",5200
25/11/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,135899,2700,"Mobilube HD 80W-90, 1X18L.",2700
16/5/2023,B,ERW_B5CM2020120007,Retails,Ratchaburi,134728,820,"Mobil Delvac Super 20W-50, 1X18L.",820
9/3/2023,B,ERW_B5CM2020120007,Retails,Ratchaburi,134728,1300,"Mobil Delvac Super 20W-50, 1X18L.",1300
16/5/2023,B,ERW_BM2U2020110040,Retails,Chainat,134728,2760,"Mobil Delvac Super 20W-50, 1X18L.",2760
30/5/2023,B,ERW_BHGO2023040001,Retails,Nakhon Pathom,135899,940,"Mobilube HD 80W-90, 1X18L.",940
22/5/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,135899,9040,"Mobilube HD 80W-90, 1X18L.",9040
8/4/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,135896,3280,"Mobilube HD 85W-140, 1X18L.",3280
30/3/2023,B,ERW_BM2U2020110127,Reseller,Kanchanaburi,135896,3220,"Mobilube HD 85W-140, 1X18L.",3220
30/3/2023,B,ERW_BM2U2020110127,Reseller,Kanchanaburi,135899,6380,"Mobilube HD 80W-90, 1X18L.",6380
24/3/2023,B,ERW_BM2U2020110165,Retails,Suphan Buri,134728,1880,"Mobil Delvac Super 20W-50, 1X18L.",1880
24/3/2023,B,ERW_BM2U2020110165,Retails,Suphan Buri,137227,6520,"Mobil Delvac Super 1400 15W‐40, 1X18L.",13040
29/8/2023,B,ERW_BM2U2020110026,Retails,Nakhon Pathom,135899,8180,"Mobilube HD 80W-90, 1X18L.",8180
29/5/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135896,5000,"Mobilube HD 85W-140, 1X18L.",5000
29/5/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135899,1300,"Mobilube HD 80W-90, 1X18L.",1300
9/2/2023,B,ERW_BM2U2020110122,Retails,Nakhon Pathom,137227,4520,"Mobil Delvac Super 1400 15W‐40, 1X18L.",9040
20/7/2023,B,ERW_BM2U2020110133,Retails,Ratchaburi,135899,2440,"Mobilube HD 80W-90, 1X18L.",2440
31/5/2023,B,ERW_BM2U2020110142,Reseller,Suphan Buri,135896,700,"Mobilube HD 85W-140, 1X18L.",700
31/3/2023,B,ERW_BM2U2020110142,Reseller,Suphan Buri,134728,4080,"Mobil Delvac Super 20W-50, 1X18L.",4080
31/3/2023,B,ERW_BM2U2020110142,Reseller,Suphan Buri,137227,3180,"Mobil Delvac Super 1400 15W‐40, 1X18L.",6360
26/9/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,135899,5100,"Mobilube HD 80W-90, 1X18L.",5100
6/1/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,135896,8360,"Mobilube HD 85W-140, 1X18L.",8360
4/5/2023,B,ERW_BY6B2023030001,Retails,Samut Sakhon,137227,5240,"Mobil Delvac Super 1400 15W‐40, 1X18L.",10480
3/4/2023,A,ERW_AMBP2020110016,Retails,Bangkok,141559,3920,"Mobil 1 FS X2 5W-50, 4X4L.",39200
23/12/2023,A,ERW_AMBP2020110016,Retails,Bangkok,145832,4720,"Mobil 1 FS X2 5W-50, [V2] 4X4L.",47200
15/11/2023,A,ERW_AMBP2020110016,Retails,Bangkok,145832,944,"Mobil 1 FS X2 5W-50, [V2] 4X4L.",9440
9/5/2023,A,ERW_AMBP2020110030,Retails,Bangkok,141559,2560,"Mobil 1 FS X2 5W-50, 4X4L.",25600
18/4/2023,A,ERW_AMBP2020110030,Retails,Bangkok,141559,2192,"Mobil 1 FS X2 5W-50, 4X4L.",21920
21/2/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143132,64,"Mobil 1 5W-30, 4X4L.",640
23/6/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145832,4816,"Mobil 1 FS X2 5W-50, [V2] 4X4L.",48160
23/6/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145841,5296,"Mobil 1 0W-40, [V2] 4X4L.",52960
13/3/2023,A,ERW_AMBP2020110039,Retails,Bangkok,141559,736,"Mobil 1 FS X2 5W-50, 4X4L.",7360
9/2/2023,A,ERW_AMBP2020110042,Retails,Bangkok,140521,2032,"Mobil 1 0W-40, 4X4L.",20320
12/9/2023,A,ERW_AMBP2020110082,Retails,Bangkok,145832,7072,"Mobil 1 FS X2 5W-50, [V2] 4X4L.",70720
